,Q7,Q8,Q9,Q10,Q11,Q12A,Q12B,Q12C,Q12D,Q12E,Q12F,Q12F_alt,Q13A,Q13B,Q13C,Q13D,Q13E,Q13F,Q13G,Q13G_alt,Q14,Q14_alt,Q15,Q15_alt,Q16A,Q16B,Q16C,Q16D,Q16E,Q16F,Q16G,Q16G_alt,Q43,Q44A,Q44B,Q44C,Q44D,Q45A,Q45B,Q45C,Q45D,Q45E,Q45F,Q45G,Q45H,Q45I,Q45J,Q45K,Q45L,Q45M,Q45N,Q45O,Q45P,Q45Q,Q45R,Q45S,Q45T,Q45U,Q45V,Q45W,Q45X,Q45X_alt,Q46,Q46_alt,Q47,Q48,Q49,Q50,Q51,Q51_alt,Q52,Q53,Q53_alt
1204, ,1-5 weken getraind,3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Anders, namelijk…",dit verschilt waar ik zin in heb,true,false,false,false,false,false,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false, ,TomTom Sports, ,Man,52,183,94,Middelbaar beroepsonderwijs (MBO), ,"Ja, mijn email adres is ...",Nee, 
1205, ,6-11 weken getraind,1 keer per week,1-3 maanden,Ik zou zowel vaker als meer kilometers willen hardlopen,false,true,false,true,false,false, ,false,false,true,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Vrouw,24,164,60,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1206, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),1 keer per week,Langer dan een jaar,Ik zou vaker willen hardlopen,true,false,false,false,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,true,false,false, ,"Nee, ik ken geen sport-apps en gebruik ze niet", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Vrouw,48,170,68,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1207, ,6-11 weken getraind,1 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,Activity,"Anders, namelijk","Anders, namelijk",Man,65,180,95,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1208, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),4 of 5 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,true,false,false,false,false,true,opbouwen moet met mate en wordt soms weer te niet gedaan door soms een blessure,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Ik ren altijd binnen 1 km van waar ik woon, ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false, ,Garmin Connect, ,Man,51,191,77,Middelbaar beroepsonderwijs (MBO), ,"Ja, mijn email adres is ...",Nee, 
1210, ,12 weken of meer getraind,3 keer per week,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,false,true,false,false,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false, ,TomTom Sports, ,Man,44,190,88,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1211, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,true,true,false,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false, ,Garmin Connect, ,Man,54,183,"88,9","Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1212, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Ik ren altijd binnen 5 km van waar ik woon, ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false, ,Garmin Connect, ,Man,41,188,999,"Lager beroepsonderwijs (LBO, MAVO, VMBO)", ,"Ja, mijn email adres is ...",Nee, 
1213, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),1 keer per week,Langer dan een jaar,Ik zou vaker willen hardlopen,true,true,false,true,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false, ,Nike+ Run Club, ,Vrouw,22,165,65,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1214, ,6-11 weken getraind,2 keer per week,6 maanden - 1 jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,true,false,false,true,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Ik ren altijd binnen 5 km van waar ik woon, ,false,false,false,false,true,false,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false, ,Polar Flow, ,Vrouw,40,168,86,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1215, ,Niet of nauwelijks getraind,Minder dan 1 keer per maand,0-1 maand,Ik zou vaker willen hardlopen,true,true,false,false,false,true,andere sport: voetbal,false,false,false,false,true,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false, ,Runtastic Hardlopen en Fitness, ,Vrouw,25,169,54,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1216, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),4 of 5 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Nee, ik weet van het bestaan van sport-apps, maar ik gebruik er geen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Man,67,184,78,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...","Ja, namelijk ...",Zou graag zien dat bij nat weer en een plek bij de finish is om droge kleren aan te kunnen trekken.
1217, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,"Anders, namelijk ...",Bij mijn hardloopgroep  (geen vereniging!),Ik ren altijd binnen 5 km van waar ik woon, ,true,false,false,false,false,false,false, ,"Nee, ik weet van het bestaan van sport-apps, maar ik gebruik er geen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Man,53,183,80,HAVO of VWO, ,Nee,Nee, 
1218, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),4 of 5 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,false,true,false,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Ik ren altijd binnen 1 km van waar ik woon, ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false, ,Strava, ,Man,49,183,79,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1219, ,Niet of nauwelijks getraind,1 tot 3 keer per maand,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,false,true,false,true,true,false, ,true,false,false,false,false,false,false, ,"Anders, namelijk ...",Het Amsterdamse bos,Ik ren altijd binnen 5 km van waar ik woon, ,true,false,false,true,false,false,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false, ,Garmin Connect, ,Man,32,185,82,Middelbaar beroepsonderwijs (MBO), ,"Ja, mijn email adres is ...",Nee, 
1220, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,6 maanden - 1 jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,true,Afhankelijk van werk en overige sporten meestal eenmaal doordeweeks en minimaal 1x in het weekend,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,true,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false, ,Strava, ,Vrouw,35,182,66,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1221, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,true,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false, ,TomTom Sports, ,Man,50,188,95,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
1222, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),1 tot 3 keer per maand,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,false,true,false,true,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,Activiteiten van de Apple watch,"Anders, namelijk",Activiteiten van de AppleWatch,Vrouw,27,174,73,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1223, ,Niet of nauwelijks getraind,1 keer per week,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,false,true,false,false,false,false, ,false,false,true,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false, ,RunKeeper, ,Vrouw,22,168,57,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1224, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Nee, ik weet van het bestaan van sport-apps, maar ik gebruik er geen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Vrouw,51,172,56,Middelbaar beroepsonderwijs (MBO), ,Nee,Nee, 
1225, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,true,true,false,false,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Man,49,184,83,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...","Ja, namelijk ...",Ik mis mogelijkheid om tip te geven mbt de run. Geen interesse??! Wilde aangeven dat ik onderweg herhaaldelijk miste wat de nog te lopen afstand was
1226, ,6-11 weken getraind,2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,true,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false, ,TomTom Sports, ,Vrouw,40,165,65,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
1227, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,true,false,false,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false, ,RunKeeper, ,Vrouw,37,164,48,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
